Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2020-01-26,ES,Spain,EURO,0,0,0,0
2020-01-27,ES,Spain,EURO,0,0,0,0
2020-01-28,ES,Spain,EURO,0,0,0,0
2020-01-29,ES,Spain,EURO,0,0,0,0
2020-01-30,ES,Spain,EURO,0,0,0,0
2020-01-31,ES,Spain,EURO,0,0,0,0
2020-02-01,ES,Spain,EURO,0,0,0,0
2020-02-02,ES,Spain,EURO,2,2,0,0
2020-02-03,ES,Spain,EURO,0,2,0,0
2020-02-04,ES,Spain,EURO,0,2,0,0
2020-02-05,ES,Spain,EURO,0,2,0,0
2020-02-06,ES,Spain,EURO,0,2,0,0
2020-02-07,ES,Spain,EURO,0,2,0,0
2020-02-08,ES,Spain,EURO,0,2,0,0
2020-02-09,ES,Spain,EURO,0,2,0,0
2020-02-10,ES,Spain,EURO,0,2,0,0
2020-02-11,ES,Spain,EURO,1,3,0,0
2020-02-12,ES,Spain,EURO,0,3,0,0
2020-02-13,ES,Spain,EURO,0,3,1,1
2020-02-14,ES,Spain,EURO,3,6,0,1
2020-02-15,ES,Spain,EURO,0,6,0,1
2020-02-16,ES,Spain,EURO,0,6,0,1
2020-02-17,ES,Spain,EURO,0,6,0,1
2020-02-18,ES,Spain,EURO,0,6,0,1
2020-02-19,ES,Spain,EURO,0,6,0,1
2020-02-20,ES,Spain,EURO,0,6,0,1
2020-02-21,ES,Spain,EURO,0,6,0,1
2020-02-22,ES,Spain,EURO,0,6,0,1
2020-02-23,ES,Spain,EURO,1,7,0,1
2020-02-24,ES,Spain,EURO,1,8,0,1
2020-02-25,ES,Spain,EURO,2,10,0,1
2020-02-26,ES,Spain,EURO,2,12,0,1
2020-02-27,ES,Spain,EURO,1,13,0,1
2020-02-28,ES,Spain,EURO,7,20,0,1
2020-02-29,ES,Spain,EURO,23,43,0,1
2020-03-01,ES,Spain,EURO,23,66,0,1
2020-03-02,ES,Spain,EURO,19,85,0,1
2020-03-03,ES,Spain,EURO,37,122,0,1
2020-03-04,ES,Spain,EURO,72,194,0,1
2020-03-05,ES,Spain,EURO,85,279,1,2
2020-03-06,ES,Spain,EURO,99,378,2,4
2020-03-07,ES,Spain,EURO,190,568,1,5
2020-03-08,ES,Spain,EURO,274,842,3,8
2020-03-09,ES,Spain,EURO,290,1132,3,11
2020-03-10,ES,Spain,EURO,369,1501,14,25
2020-03-11,ES,Spain,EURO,650,2151,17,42
2020-03-12,ES,Spain,EURO,1036,3187,28,70
2020-03-13,ES,Spain,EURO,1346,4533,35,105
2020-03-14,ES,Spain,EURO,1811,6344,59,164
2020-03-15,ES,Spain,EURO,2178,8522,79,243
2020-03-16,ES,Spain,EURO,2032,10554,108,351
2020-03-17,ES,Spain,EURO,2310,12864,131,482
2020-03-18,ES,Spain,EURO,3263,16127,183,665
2020-03-19,ES,Spain,EURO,4482,20609,191,856
2020-03-20,ES,Spain,EURO,4786,25395,246,1102
2020-03-21,ES,Spain,EURO,5880,31275,322,1424
2020-03-22,ES,Spain,EURO,6527,37802,433,1857
2020-03-23,ES,Spain,EURO,5793,43595,506,2363
2020-03-24,ES,Spain,EURO,5323,48918,551,2914
2020-03-25,ES,Spain,EURO,8206,57124,686,3600
2020-03-26,ES,Spain,EURO,9724,66848,723,4323
2020-03-27,ES,Spain,EURO,10138,76986,824,5147
2020-03-28,ES,Spain,EURO,10113,87099,871,6018
2020-03-29,ES,Spain,EURO,9253,96352,937,6955
2020-03-30,ES,Spain,EURO,7096,103448,839,7794
2020-03-31,ES,Spain,EURO,5092,108540,811,8605
2020-04-01,ES,Spain,EURO,8008,116548,913,9518
2020-04-02,ES,Spain,EURO,7925,124473,899,10417
2020-04-03,ES,Spain,EURO,7058,131531,895,11312
2020-04-04,ES,Spain,EURO,6905,138436,858,12170
2020-04-05,ES,Spain,EURO,6823,145259,786,12956
2020-04-06,ES,Spain,EURO,4670,149929,740,13696
2020-04-07,ES,Spain,EURO,3146,153075,750,14446
2020-04-08,ES,Spain,EURO,5396,158471,766,15212
2020-04-09,ES,Spain,EURO,5324,163795,736,15948
2020-04-10,ES,Spain,EURO,5487,169282,749,16697
2020-04-11,ES,Spain,EURO,4612,173894,667,17364
2020-04-12,ES,Spain,EURO,4438,178332,676,18040
2020-04-13,ES,Spain,EURO,3074,181406,628,18668
2020-04-14,ES,Spain,EURO,2379,183785,544,19212
2020-04-15,ES,Spain,EURO,3127,186912,587,19799
2020-04-16,ES,Spain,EURO,3993,190905,607,20406
2020-04-17,ES,Spain,EURO,3703,194608,552,20958
2020-04-18,ES,Spain,EURO,3417,198025,487,21445
2020-04-19,ES,Spain,EURO,3464,201489,507,21952
2020-04-20,ES,Spain,EURO,2181,203670,435,22387
2020-04-21,ES,Spain,EURO,1445,205115,401,22788
2020-04-22,ES,Spain,EURO,2517,207632,387,23175
2020-04-23,ES,Spain,EURO,2731,210363,427,23602
2020-04-24,ES,Spain,EURO,2770,213133,344,23946
2020-04-25,ES,Spain,EURO,2222,215355,331,24277
2020-04-26,ES,Spain,EURO,2284,217639,330,24607
2020-04-27,ES,Spain,EURO,1294,218933,295,24902
2020-04-28,ES,Spain,EURO,817,219750,272,25174
2020-04-29,ES,Spain,EURO,1654,221404,258,25432
2020-04-30,ES,Spain,EURO,1737,223141,259,25691
2020-05-01,ES,Spain,EURO,1483,224624,236,25927
2020-05-02,ES,Spain,EURO,1440,226064,223,26150
2020-05-03,ES,Spain,EURO,794,226858,176,26326
2020-05-04,ES,Spain,EURO,566,227424,202,26528
2020-05-05,ES,Spain,EURO,451,227875,197,26725
2020-05-06,ES,Spain,EURO,1013,228888,186,26911
2020-05-07,ES,Spain,EURO,981,229869,183,27094
2020-05-08,ES,Spain,EURO,981,230850,153,27247
2020-05-09,ES,Spain,EURO,957,231807,166,27413
2020-05-10,ES,Spain,EURO,921,232728,146,27559
2020-05-11,ES,Spain,EURO,491,233219,125,27684
2020-05-12,ES,Spain,EURO,316,233535,110,27794
2020-05-13,ES,Spain,EURO,579,234114,122,27916
2020-05-14,ES,Spain,EURO,700,234814,113,28029
2020-05-15,ES,Spain,EURO,787,235601,87,28116
2020-05-16,ES,Spain,EURO,775,236376,85,28201
2020-05-17,ES,Spain,EURO,787,237163,77,28278
2020-05-18,ES,Spain,EURO,343,237506,63,28341
2020-05-19,ES,Spain,EURO,240,237746,61,28402
2020-05-20,ES,Spain,EURO,616,238362,72,28474
2020-05-21,ES,Spain,EURO,815,239177,67,28541
2020-05-22,ES,Spain,EURO,726,239903,57,28598
2020-05-23,ES,Spain,EURO,763,240666,70,28668
2020-05-24,ES,Spain,EURO,802,241468,71,28739
2020-05-25,ES,Spain,EURO,308,241776,61,28800
2020-05-26,ES,Spain,EURO,262,242038,55,28855
2020-05-27,ES,Spain,EURO,535,242573,67,28922
2020-05-28,ES,Spain,EURO,728,243301,55,28977
2020-05-29,ES,Spain,EURO,601,243902,45,29022
2020-05-30,ES,Spain,EURO,642,244544,40,29062
2020-05-31,ES,Spain,EURO,704,245248,45,29107
2020-06-01,ES,Spain,EURO,333,245581,43,29150
2020-06-02,ES,Spain,EURO,175,245756,40,29190
2020-06-03,ES,Spain,EURO,341,246097,34,29224
2020-06-04,ES,Spain,EURO,460,246557,47,29271
2020-06-05,ES,Spain,EURO,572,247129,39,29310
2020-06-06,ES,Spain,EURO,483,247612,47,29357
2020-06-07,ES,Spain,EURO,632,248244,23,29380
2020-06-08,ES,Spain,EURO,256,248500,30,29410
2020-06-09,ES,Spain,EURO,141,248641,21,29431
2020-06-10,ES,Spain,EURO,329,248970,29,29460
2020-06-11,ES,Spain,EURO,429,249399,15,29475
2020-06-12,ES,Spain,EURO,439,249838,31,29506
